#airframe_info, log_version="1.00", airframe_name="Piper PA-46-350P", unit_software_part_number="006-B2014-21", unit_software_version="3.01", system_software_part_number="006-B2014-21", system_id="71D005C2500CD", tail_number="N41518", mode=NORMAL, flightstream_header="71D005C2500CD_0515", 
#yyy-mm-dd, hh:mm:ss,   hh:mm,  ident,      degrees,      degrees, ft Baro,  inch,  ft msl, deg C,     kt,     kt,     fpm,    deg,    deg,    G,    G,   deg,   deg, volts, volts,  amps,  amps,   gals,   gals,      lbs,      lbs,      gph,      psi,   deg F,     psi,     Hg,    rpm,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F, deg F/min,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,  ft wgs,  kt, enum,    deg,    MHz,    MHz,    fsd,    fsd,     kt,   deg,     nm,    deg,    deg,   bool,  enum,   enum,   deg,   deg,   fpm,   enum,   mt,    mt,     mt,    mt,     mt,      ft, bool
  Lcl Date, Lcl Time, UTCOfst, AtvWpt,     Latitude,    Longitude,    AltB, BaroA,  AltMSL,   OAT,    IAS, GndSpd,    VSpd,  Pitch,   Roll, LatAc, NormAc,   HDG,   TRK, bus1volts, bus2volts, alt1amps, alt2amps,  FQtyL,  FQtyR, FQtyLlbs, FQtyRlbs, E1 FFlow, E1 FPres, E1 OilT, E1 OilP, E1 MAP, E1 RPM, E1 CHT1, E1 CHT2, E1 CHT3, E1 CHT4, E1 CHT5, E1 CHT6, E1 CHT CLD, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4, E1 EGT5, E1 EGT6, E1 TIT1, E2 TIT1,  E1 IAT,  E1 CDT,  AltGPS, TAS, HSIS,    CRS,   NAV1,   NAV2,   HCDI,   VCDI, WndSpd, WndDr, WptDst, WptBrg, MagVar, AfcsOn, RollM, PitchM, RollC, PitchC, VSpdG, GPSfix,  HAL,   VAL, HPLwas, HPLfd, VPLwas, AltPress, OnGrnd
          ,         ,        ,       ,             ,             ,        , 29.92,        ,      ,   0.00,       ,        ,       ,       ,     ,     ,      ,      ,  24.0,  24.0,  -1.1,  -1.5,  45.11,  43.41,    76.46,    74.59,     5.30,    -0.17,   49.63,    0.24,  29.29,    0.0,   51.62,   49.52,   50.07,   48.96,   49.61,   48.90,     ,   54.77,   51.32,   54.42,   50.84,   52.28,   49.86,   51.43,   53.08,   49.16,   51.07,        ,    , GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,        ,  
          ,         ,        ,       ,             ,             ,        , 29.92,        ,      ,   0.00,       ,        ,       ,       ,     ,     ,      ,      ,  24.0,  24.0,  -1.1,  -1.5,  45.11,  43.41,    76.46,    74.59,     2.35,    -0.23,   49.65,    0.24,  29.28,    0.0,   51.62,   49.51,   50.08,   48.96,   49.60,   48.90,     ,   54.76,   51.31,   54.41,   50.83,   52.27,   49.86,   51.42,   53.07,   49.18,   51.06,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,        , 1
          ,         ,        ,       ,             ,             ,   391.0, 29.92,        ,      ,   0.00,       ,        ,       ,       ,     ,     ,      ,      ,  24.0,  24.0,  -1.1,  -1.5,  45.12,  43.41,    76.46,    74.59,     1.49,    -0.23,   49.65,    0.24,  29.29,    0.0,   51.62,   49.52,   50.07,   48.95,   49.60,   48.90,    0,   54.76,   51.30,   54.41,   50.83,   52.27,   49.86,   51.43,   53.08,   49.19,   51.06,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   391.0, 1
          ,         ,        ,       ,             ,             ,   391.0, 29.92,        ,      ,   0.00,       ,        ,       ,       ,     ,     ,      ,      ,  24.0,  24.0,  -1.1,  -1.5,  45.11,  43.41,    76.46,    74.59,     0.95,    -0.23,   49.66,    0.24,  29.28,    0.0,   51.63,   49.51,   50.07,   48.94,   49.59,   48.89,    0,   54.76,   51.31,   54.41,   50.83,   52.27,   49.85,   51.42,   53.07,   49.19,   51.06,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   391.0, 1
          ,         ,        ,       ,             ,             ,   390.0, 29.92,        ,  11.5,   0.00,       ,        ,       ,       ,     ,     ,      ,      ,  24.0,  24.0,  -1.1,  -1.5,  45.11,  43.41,    76.46,    74.59,     0.63,    -0.23,   49.66,    0.25,  29.29,    0.0,   51.63,   49.51,   50.07,   48.95,   49.60,   48.88,    0,   54.75,   51.31,   54.40,   50.83,   52.27,   49.85,   51.41,   53.07,   49.22,   51.05,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   390.0, 1
          ,         ,        ,       ,             ,             ,   389.0, 29.92,        ,  11.5,   0.00,       ,        ,       ,       ,     ,     ,      ,      ,  24.0,  24.0,  -1.1,  -1.5,  45.12,  43.40,    76.46,    74.58,     0.38,    -0.23,   49.67,    0.24,  29.29,    0.0,   51.63,   49.52,   50.07,   48.95,   49.59,   48.89,   -0,   54.76,   51.30,   54.40,   50.83,   52.27,   49.85,   51.42,   53.07,   49.21,   51.05,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   389.0, 1
          ,         ,        ,       ,             ,             ,   389.0, 29.92,        ,  11.5,   0.00,       ,        ,       ,       ,     ,     ,      ,      ,  24.0,  24.0,  -1.1,  -1.5,  45.12,  43.40,    76.47,    74.58,     0.24,    -0.23,   49.67,    0.24,  29.29,    0.0,   51.63,   49.50,   50.06,   48.95,   49.60,   48.88,   -0,   54.74,   51.30,   54.40,   50.83,   52.27,   49.85,   51.41,   53.06,   49.24,   51.05,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   389.0, 1
          ,         ,        ,       ,             ,             ,   388.0, 29.92,        ,  11.5,   0.00,       ,        ,       ,       ,     ,     ,      ,      ,  24.0,  24.0,  -1.1,  -1.5,  45.12,  43.39,    76.47,    74.57,     0.15,    -0.23,   49.68,    0.25,  29.28,    0.0,   51.62,   49.51,   50.06,   48.96,   49.59,   48.88,   -0,   54.74,   51.29,   54.39,   50.82,   52.26,   49.84,   51.42,   53.05,   49.27,   51.05,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   388.0, 1
          ,         ,        ,       ,             ,             ,   388.0, 29.92,        ,  11.5,   0.00,       ,  -48.00,       ,       ,     ,     ,      ,      ,  24.0,  24.0,  -1.1,  -1.5,  45.12,  43.38,    76.47,    74.57,     0.09,    -0.23,   49.68,    0.25,  29.28,    0.0,   51.62,   49.50,   50.06,   48.95,   49.60,   48.88,   -0,   54.74,   51.29,   54.39,   50.82,   52.27,   49.84,   51.40,   53.06,   49.28,   51.04,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   388.0, 1
          ,         ,        ,       ,             ,             ,   388.0, 29.92,        ,  11.5,   0.00,       ,  -42.86,       ,       ,     ,     ,      ,      ,  24.0,  24.0,  -1.1,  -1.5,  45.12,  43.39,    76.47,    74.58,     0.06,    -0.23,   49.68,    0.25,  29.29,    0.0,   51.61,   49.50,   50.06,   48.95,   49.60,   48.87,   -0,   54.74,   51.30,   54.38,   50.82,   52.27,   49.83,   51.40,   53.05,   49.28,   51.03,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   388.0, 1
          ,         ,        ,       ,             ,             ,   387.0, 29.92,        ,  11.5,   0.00,       ,  -37.15,       ,       ,     ,     ,      ,      ,  22.1,  21.4,  -1.1,  -1.5,  45.11,  43.39,    76.46,    74.58,     0.04,    -0.22,   49.69,    0.24,  29.27,    0.0,   52.49,   54.13,   51.32,   54.06,   53.90,   51.22,   -0,   56.37,   52.45,   55.88,   58.16,   52.98,   51.88,   52.52,   53.27,   49.41,   51.00,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   387.0, 1
          ,         ,        ,       ,             ,             ,   387.0, 29.92,        ,  11.5,   0.00,       ,  -34.13,       ,       ,     ,     ,      ,      ,  22.5,  22.5,  -1.1,  -1.4,  45.10,  43.40,    76.46,    74.58,     0.02,    -0.91,   49.69,    0.20,  26.90,  361.3,   51.23,   48.85,   48.60,   47.46,   47.72,   48.56,    0,   52.73,   51.56,   54.08,   51.40,   53.30,   55.70,   51.72,   53.73,   49.35,   51.03,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   387.0, 1
          ,         ,        ,       ,             ,             ,   386.0, 29.92,        ,  11.5,   0.00,       ,  -31.12,       ,       ,     ,     ,      ,      ,  26.7,  26.2,   1.2,  -0.5,  45.10,  43.40,    76.45,    74.58,     1.70,    -0.93,   49.70,    0.13,  21.18,  695.5,   51.00,   47.98,   48.34,   46.11,   46.67,   48.15,    0,   65.69,  115.47,   95.98,   89.62,   89.57,   87.84,   67.03,   96.59,   49.19,   51.05,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   386.0, 1
          ,         ,        ,       ,             ,             ,   385.0, 29.92,        ,  11.5,   0.00,       ,  -37.73,       ,       ,     ,     ,      ,      ,  26.5,  26.4,   6.7,   1.5,  45.06,  43.38,    76.42,    74.57,     2.21,    -1.55,   49.73,    0.98,  15.22,  791.3,   51.61,   49.42,   49.94,   48.66,   49.34,   48.87,    0,  183.09,  227.07,  194.56,  189.34,  189.15,  188.06,  107.16,  204.16,   49.02,   51.08,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   385.0, 1
          ,         ,        ,       ,             ,             ,   386.0, 29.92,        ,  11.5,   0.00,       ,  -36.69,       ,       ,     ,     ,      ,      ,  27.7,  27.6,  10.0,   2.8,  45.02,  43.42,    76.40,    74.60,     2.47,    -1.62,   49.88,   51.15,  14.61,  821.7,   51.95,   49.84,   50.28,   49.06,   49.86,   49.13, -108,  300.93,  316.75,  285.45,  277.18,  287.05,  285.47,  148.68,  297.45,   49.02,   51.11,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   386.0, 1
          ,         ,        ,       ,             ,             ,   384.0, 29.92,        ,  11.5,   0.00,       ,  -30.87,       ,       ,     ,     ,      ,      ,  27.2,  27.2,  11.5,   3.3,  45.04,  43.40,    76.41,    74.59,     2.63,    -1.64,   50.06,   93.28,  14.87,  808.1,   52.44,   50.29,   50.57,   49.21,   50.23,   49.41, -108,  396.29,  394.61,  360.31,  347.88,  366.46,  366.26,  183.94,  367.14,   49.12,   51.12,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   384.0, 1
          ,         ,        ,       ,             ,             ,   384.0, 29.92,        ,  11.5,   0.00,       ,  -34.05,       ,       ,     ,     ,      ,      ,  27.7,  27.6,  12.3,   3.7,  45.07,  43.41,    76.43,    74.59,     2.75,    -1.73,   50.16,   96.14,  14.88,  819.3,   53.05,   50.87,   50.91,   49.41,   50.74,   49.77, -108,  477.94,  459.20,  425.94,  410.24,  434.38,  430.28,  214.76,  426.76,   49.22,   51.14,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   384.0, 1
          ,         ,        ,       ,             ,             ,   384.0, 29.92,        ,  11.5,   0.00,       ,  -34.11,       ,       ,     ,     ,      ,      ,  27.9,  27.8,  12.8,   3.8,  45.06,  43.40,    76.43,    74.58,     2.80,    -1.76,   50.21,   96.44,  14.79,  823.0,   53.75,   51.52,   51.43,   49.77,   51.28,   50.21,    0,  546.53,  516.30,  481.99,  464.39,  498.27,  484.01,  242.80,  477.98,   49.33,   51.16,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   384.0, 1
          ,         ,        ,       ,             ,             ,   384.0, 29.92,        ,  11.5,   0.00,       ,  -29.17,       ,       ,     ,     ,      ,      ,  26.9,  26.9,  13.8,   4.6,  45.08,  43.42,    76.44,    74.60,     2.83,    -1.67,   50.25,   96.02,  14.87,  813.5,   54.48,   52.22,   51.86,   50.01,   51.88,   50.69,    0,  604.62,  563.60,  530.12,  510.65,  557.74,  532.00,  268.30,  524.30,   49.45,   51.19,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   384.0, 1
          ,         ,        ,       ,             ,             ,   384.0, 29.92,        ,  11.5,   0.00,       ,  -22.05,       ,       ,     ,     ,      ,      ,  27.2,  27.1,  14.5,   5.0,  45.08,  43.40,    76.44,    74.58,     2.86,    -1.65,   50.30,   95.52,  14.92,  818.6,   55.24,   52.95,   52.42,   50.47,   52.59,   51.22,    0,  651.13,  607.14,  570.96,  548.94,  607.09,  574.56,  291.63,  560.98,   49.54,   51.21,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   384.0, 1
          ,         ,        ,       ,             ,             ,   384.0, 29.92,        ,  11.5,   0.00,       ,  -18.57,       ,       ,     ,     ,      ,      ,  26.3,  26.3,  15.5,   5.9,  45.09,  43.42,    76.45,    74.60,     2.88,    -1.65,   50.38,   95.41,  14.87,  818.1,   55.96,   53.62,   52.87,   50.69,   53.05,   51.72,    0,  690.40,  643.55,  607.68,  582.44,  648.08,  608.42,  312.31,  591.19,   49.65,   51.21,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   384.0, 1
          ,         ,        ,       ,             ,             ,   384.0, 29.92,        ,  11.5,   0.00,       ,  -17.25,       ,       ,     ,     ,      ,      ,  26.5,  26.5,  16.9,   6.9,  45.09,  43.41,    76.45,    74.59,     2.89,    -1.69,   50.56,   95.38,  14.88,  823.6,   56.77,   54.52,   53.58,   51.33,   53.93,   52.35,    0,  725.97,  674.08,  638.84,  610.49,  682.00,  634.81,  330.10,  614.52,   49.72,   51.23,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   384.0, 1
          ,         ,        ,       ,             ,             ,   383.0, 29.92,        ,  11.5,   0.00,       ,  -19.46,       ,       ,     ,     ,      ,      ,  26.4,  26.3,  17.7,   7.6,  45.09,  43.42,    76.44,    74.60,     2.89,    -1.65,   50.82,   95.26,  14.88,  820.2,   57.56,   55.36,   54.24,   51.80,   54.67,   52.96,    0,  757.92,  698.99,  665.98,  633.91,  709.40,  657.90,  345.36,  633.34,   49.78,   51.25,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   383.0, 1
          ,         ,        ,       ,             ,             ,   383.0, 29.92,        ,  11.5,   0.00,       ,  -20.22,       ,       ,     ,     ,      ,      ,  26.3,  26.3,  18.0,   7.8,  45.09,  43.43,    76.45,    74.61,     2.88,    -1.67,   51.12,   94.97,  14.96,  816.9,   58.33,   56.21,   54.95,   52.38,   55.46,   53.61,    0,  785.60,  722.93,  690.47,  655.08,  733.05,  679.33,  359.70,  650.33,   49.88,   51.30,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   383.0, 1
          ,         ,        ,       ,             ,             ,   383.0, 29.92,        ,  11.5,   0.00,       ,  -24.90,       ,       ,     ,     ,      ,      ,  26.4,  26.4,  18.1,   7.9,  45.08,  43.44,    76.44,    74.62,     2.90,    -1.63,   51.40,   95.10,  14.96,  819.9,   59.09,   57.00,   55.63,   52.94,   56.19,   54.25,    0,  811.20,  744.29,  710.83,  673.15,  753.12,  697.41,  372.63,  665.19,   49.94,   51.32,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   383.0, 1
          ,         ,        ,       ,             ,             ,   382.0, 29.92,        ,  11.5,   0.00,       ,  -23.44,       ,       ,     ,     ,      ,      ,  26.5,  26.5,  18.1,   7.9,  45.10,  43.44,    76.45,    74.62,     2.92,    -1.63,   51.66,   95.21,  15.00,  822.3,   59.85,   57.81,   56.30,   53.44,   56.92,   54.90,    0,  831.40,  762.03,  727.86,  689.10,  769.92,  713.92,  384.87,  677.45,   50.00,   51.34,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   382.0, 1
          ,         ,        ,       ,             ,             ,   382.0, 29.92,        ,  11.5,   0.00,       ,  -26.60,       ,       ,     ,     ,      ,      ,  26.5,  26.4,  18.0,   7.9,  45.10,  43.43,    76.45,    74.61,     2.95,    -1.66,   51.89,   94.92,  15.03,  818.0,   60.62,   58.61,   56.98,   53.99,   57.61,   55.57,    0,  847.32,  776.71,  743.98,  703.59,  784.84,  729.08,  396.35,  689.07,   50.07,   51.36,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   382.0, 1
          ,         ,        ,       ,             ,             ,   383.0, 29.92,        ,  11.5,   0.00,       ,  -22.33,       ,       ,     ,     ,      ,      ,  26.5,  26.4,  17.9,   7.8,  45.10,  43.43,    76.45,    74.61,     2.93,    -1.62,   52.09,   94.85,  15.03,  819.1,   61.39,   59.41,   57.74,   54.61,   58.33,   56.23,    0,  861.08,  789.02,  759.09,  717.00,  799.11,  741.46,  406.65,  698.93,   50.11,   51.39,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   383.0, 1
          ,         ,        ,       ,             ,             ,   382.0, 29.92,        ,  11.5,   0.00,       ,  -18.47,       ,       ,     ,     ,      ,      ,  26.4,  26.3,  17.9,   7.8,  45.11,  43.44,    76.46,    74.62,     2.93,    -1.61,   52.27,   94.78,  15.06,  816.6,   62.17,   60.22,   58.47,   55.19,   59.09,   56.90,    0,  872.77,  801.01,  771.59,  727.64,  808.70,  753.24,  416.23,  706.30,   50.17,   51.42,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   382.0, 1
          ,         ,        ,       ,             ,             ,   381.0, 29.92,        ,  11.5,   0.00,       ,  -23.66,       ,       ,     ,     ,      ,      ,  26.4,  26.4,  17.8,   7.8,  45.09,  43.43,    76.44,    74.61,     2.94,    -1.59,   52.44,   94.03,  15.10,  818.6,   62.94,   61.01,   59.21,   55.80,   59.82,   57.56,    0,  885.12,  811.55,  782.64,  736.91,  818.46,  763.51,  425.28,  714.14,   50.21,   51.44,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   381.0, 1
          ,         ,        ,       ,             ,             ,   381.0, 29.92,        ,  11.5,   0.00,       ,  -30.92,       ,       ,     ,     ,      ,      ,  26.5,  26.4,  17.8,   7.8,  45.10,  43.42,    76.45,    74.60,     2.91,    -1.61,   52.59,   93.05,  15.08,  818.3,   63.73,   61.87,   60.01,   56.39,   60.56,   58.25,    0,  897.91,  819.32,  791.08,  745.08,  827.22,  771.17,  433.44,  719.23,   50.26,   51.46,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   381.0, 1
          ,         ,        ,       ,             ,             ,   380.0, 29.92,        ,  11.5,   0.00,       ,  -32.37,       ,       ,     ,     ,      ,      ,  26.6,  26.6,  17.9,   7.8,  45.10,  43.41,    76.45,    74.59,     2.91,    -1.63,   52.73,   93.06,  15.10,  823.0,   64.52,   62.67,   60.74,   57.03,   61.33,   58.92,    0,  909.32,  826.03,  798.97,  751.92,  835.84,  778.25,  441.00,  725.30,   50.31,   51.47,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   380.0, 1
          ,         ,        ,       ,             ,             ,   381.0, 29.92,        ,  11.5,   0.00,       ,  -25.08,       ,       ,     ,     ,      ,      ,  26.4,  26.3,  17.7,   7.7,  45.06,  43.43,    76.43,    74.61,     2.90,    -1.60,   52.86,   92.61,  15.14,  812.4,   65.30,   63.51,   61.54,   57.64,   62.02,   59.61,    0,  918.53,  831.45,  807.51,  758.95,  843.44,  785.14,  448.53,  732.54,   50.34,   51.49,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   381.0, 1
          ,         ,        ,       ,             ,             ,   380.0, 29.92,        ,  11.5,   0.00,       ,  -14.56,       ,       ,     ,     ,      ,      ,  26.5,  26.5,  17.8,   7.8,  45.11,  43.41,    76.46,    74.59,     2.88,    -1.59,   52.98,   92.80,  15.12,  820.9,   66.09,   64.37,   62.37,   58.28,   62.84,   60.30,    0,  929.19,  835.97,  815.62,  764.58,  848.69,  790.85,  455.47,  738.59,   50.37,   51.52,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   380.0, 1
2020-10-28, 10:10:18,  +00:00,       ,             ,             ,   380.0, 29.92,        ,  11.5,   0.00,       ,  -18.80,       ,       ,     ,     ,      ,      ,  26.2,  26.1,  17.7,   7.7,  45.10,  43.42,    76.45,    74.60,     2.88,    -1.59,   53.09,   92.51,  15.21,  810.4,   66.88,   65.22,   63.21,   59.02,   63.64,   60.99,    0,  936.12,  841.73,  819.87,  769.57,  854.36,  796.82,  462.26,  743.24,   50.42,   51.54,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   380.0, 1
2020-10-28, 10:10:19,  +00:00,       ,             ,             ,   381.0, 29.92,        ,  11.5,   0.00,       ,  -16.52,       ,       ,     ,     ,      ,      ,  26.4,  26.4,  17.7,   7.7,  45.09,  43.44,    76.44,    74.61,     2.86,    -1.60,   53.21,   92.62,  15.18,  817.9,   67.64,   66.07,   64.04,   59.63,   64.38,   61.69,    0,  942.78,  845.56,  825.99,  773.43,  859.21,  802.82,  468.74,  748.04,   50.44,   51.55,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   381.0, 1
2020-10-28, 10:10:20,  +00:00,       ,             ,             ,   380.0, 29.92,        ,  11.5,   0.00,       ,  -13.98,       ,       ,     ,     ,      ,      ,  26.3,  26.3,  17.7,   7.7,  45.10,  43.42,    76.45,    74.60,     2.84,    -1.59,   53.33,   92.38,  15.20,  812.6,   68.42,   66.93,   64.91,   60.28,   65.15,   62.39,    0,  947.03,  848.56,  832.25,  777.40,  862.98,  807.82,  474.79,  753.43,   50.47,   51.57,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   380.0, 1
2020-10-28, 10:10:21,  +00:00,       ,             ,             ,   380.0, 29.92,        ,  11.5,   0.00,       ,  -15.46,       ,       ,     ,     ,      ,      ,  26.3,  26.3,  17.6,   7.7,  45.09,  43.42,    76.45,    74.60,     2.84,    -1.57,   53.45,   92.34,  15.24,  813.5,   69.18,   67.73,   65.76,   60.96,   65.89,   63.07,    0,  954.12,  851.07,  836.30,  781.50,  865.62,  812.97,  480.82,  757.27,   50.52,   51.59,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   380.0, 1
2020-10-28, 10:10:22,  +00:00,       ,             ,             ,   379.0, 29.92,        ,  11.5,   0.00,       ,  -22.00,   1.00,  -0.09, 0.00, -0.01,  98.5,      ,  26.3,  26.3,  17.6,   7.7,  45.08,  43.43,    76.44,    74.61,     2.84,    -1.57,   53.58,   92.35,  15.25,  813.6,   69.96,   68.60,   66.64,   61.62,   66.68,   63.76,    0,  960.98,  851.99,  839.50,  784.89,  869.33,  815.14,  486.00,  761.39,   50.54,   51.62,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   379.0, 1
2020-10-28, 10:10:23,  +00:00,       ,             ,             ,   379.0, 29.92,        ,  11.5,   0.00,       ,  -23.12,   1.01,  -0.09, 0.00, 0.00,  98.5,      ,  26.4,  26.3,  17.6,   7.7,  45.09,  43.43,    76.45,    74.60,     2.86,    -1.61,   53.70,   92.25,  15.24,  815.0,   70.72,   69.44,   67.54,   62.30,   67.48,   64.45,    0,  965.88,  852.38,  843.35,  788.46,  870.94,  818.97,  491.27,  763.69,   50.57,   51.64,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   379.0, 1
2020-10-28, 10:10:24,  +00:00,       ,             ,             ,   379.0, 29.92,        ,  11.5,   0.00,       ,  -23.50,   1.00,  -0.10, 0.01, 0.01,  98.5,      ,  26.4,  26.4,  17.6,   7.7,  45.10,  43.43,    76.45,    74.60,     2.86,    -1.61,   53.82,   92.25,  15.25,  819.6,   71.46,   70.32,   68.46,   62.97,   68.24,   65.17,    0,  969.07,  853.76,  846.75,  791.85,  872.73,  823.92,  496.46,  766.38,   50.60,   51.67,        ,   0, GPS1,  238.0,       ,       ,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln,    0,     0,       ,      ,       ,   379.0, 1
